date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:17	279900/279900	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2018:47:17%20GMT	https://radekwlodarczykergosystem.pl/	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/index.html	(from )
20:47:18	131/131	---MCZ	200	added ('OK')	text/plain	date:Thu,%2004%20Jun%202026%2018:47:18%20GMT	https://radekwlodarczykergosystem.pl/robots.txt		(from )
20:47:18	23040/23040	---M--	200	added ('OK')	font/woff2	etag:%225a00-645fe9a5d810d%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/GeneralSans-Regular.woff2	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/GeneralSans-Regular.woff2	(from https://radekwlodarczykergosystem.pl/)
20:47:18	22760/22760	---M--	200	added ('OK')	font/woff2	etag:%2258e8-645fe9a5d810d%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/GeneralSans-Medium.woff2	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/GeneralSans-Medium.woff2	(from https://radekwlodarczykergosystem.pl/)
20:47:19	21096/21096	---M--	200	added ('OK')	font/woff2	etag:%225268-645fe9a5d810d%22	https://radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/GeneralSans-Bold.woff2	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/uploads/2025/11/GeneralSans-Bold.woff2	(from https://radekwlodarczykergosystem.pl/)
20:47:19	1759/1759	---MC-	200	added ('OK')	application/rss+xml	etag:%2222a5402195abafbddd72bfa29c37288b%22	https://radekwlodarczykergosystem.pl/feed/	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/feed/index.html	(from https://radekwlodarczykergosystem.pl/)
20:47:19	1700/1700	---MC-	200	added ('OK')	application/rss+xml	etag:%2222a5402195abafbddd72bfa29c37288b%22	https://radekwlodarczykergosystem.pl/comments/feed/	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/comments/feed/index.html	(from https://radekwlodarczykergosystem.pl/)
20:47:20	2163/2163	---MCZ	200	added ('OK')	application/json	date:Thu,%2004%20Jun%202026%2018:47:20%20GMT	https://radekwlodarczykergosystem.pl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fradekwlodarczykergosystem.pl%2F	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-json/oembed/1.0/embedeaa5.json	(from https://radekwlodarczykergosystem.pl/)
20:47:20	2317/2317	---MCZ	200	added ('OK')	text/xml	date:Thu,%2004%20Jun%202026%2018:47:20%20GMT	https://radekwlodarczykergosystem.pl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fradekwlodarczykergosystem.pl%2F&format=xml	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-json/oembed/1.0/embed27a8	(from https://radekwlodarczykergosystem.pl/)
20:47:20	54564/54564	---MCZ	200	added ('OK')	text/css	etag:W/%22d524-647a9b85b72ff%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/frontend.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:20	130/130	---M--	200	added ('OK')	text/css	etag:%2282-647a9b85edb62%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:20	560/560	---MCZ	200	added ('OK')	text/css	etag:W/%22230-647a9b85ba714%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/widget-heading.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:21	139/139	---M--	200	added ('OK')	text/css	etag:%228b-647a9b85edb62%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:21	214/214	---M--	200	added ('OK')	text/css	etag:%22d6-647a9b85ba714%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/widget-image.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:21	4258/4258	---MCZ	200	added ('OK')	text/css	etag:W/%2210a2-647a9b85ba714%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/widget-divider.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:21	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%224057-647a9b85fabb6%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://radekwlodarczykergosystem.pl/)
20:47:22	5486/5486	---MCZ	200	added ('OK')	text/css	etag:W/%22156e-647a9b85b3ee9%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.34.0	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.mine7a7.css	(from https://radekwlodarczykergosystem.pl/)
20:47:22	285/285	---MCZ	200	added ('OK')	text/css	etag:W/%2211d-645fe9b7dca5d%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/uicore-elements/assets/css/components/carousel.css?ver=1.3.11	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/uicore-elements/assets/css/components/carousel6895.css	(from https://radekwlodarczykergosystem.pl/)
20:47:22	2059/2059	---MCZ	200	added ('OK')	text/css	etag:W/%2280b-645fe9b7dca5d%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/uicore-elements/assets/css/components/global-animations.css?ver=1.3.11	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/uicore-elements/assets/css/components/global-animations6895.css	(from https://radekwlodarczykergosystem.pl/)
20:47:22	166/166	---M--	200	added ('OK')	text/css	etag:%22a6-645fe9b7dca5d%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/uicore-elements/assets/css/components/global-entrances.css?ver=1.3.11	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/uicore-elements/assets/css/components/global-entrances6895.css	(from https://radekwlodarczykergosystem.pl/)
20:47:23	102729/102729	---MCZ	200	added ('OK')	text/css	etag:W/%2219149-645fe9b7d6f38%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.21.7	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit4ecf.css	(from https://radekwlodarczykergosystem.pl/)
20:47:23	41357/41357	---MCZ	200	added ('OK')	text/css	etag:W/%22a18d-645fe9b7d4828%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css?ver=8.4.1	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper3787.css	(from https://radekwlodarczykergosystem.pl/)
20:47:23	1567/1567	---MCZ	200	added ('OK')	text/css	etag:W/%2261f-645fe9b71f08a%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-tabs.css?ver=8.4.1	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-tabs3787.css	(from https://radekwlodarczykergosystem.pl/)
20:47:23	5702/5702	---MCZ	200	added ('OK')	text/css	etag:W/%221646-645fe9b7d6f38%22	https://radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-advanced-image-gallery.css?ver=8.4.1	C:/1/T4/jdszr24-grupa-4/WWW/czat_T4_1/radekwlodarczykergosystem.pl/wp-content/plugins/bdthemes-element-pack/assets/css/ep-advanced-image-gallery3787.css	(from https://radekwlodarczykergosystem.pl/)
